Run ID,Arm,Task,Seed,Size,Warmup,Status,Start (YYYY-MM-DD HH:MM),End (YYYY-MM-DD HH:MM),Hours,Final score,HNS,W&B URL,Notes,Command (auto-generated — copy and run)
run_094,htp_separable,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 16:51,2026-09-18 17:46,0.906836773024665,8696.0,1.108635986468373,,Sweep arm=separable_full; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/separable_full,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/separable_full/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.proj.separable True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_095,separable_flat,atari100k_boxing,0,size12m,0,Completed,2026-09-18 16:55,2026-09-18 17:54,0.9824774972597758,72.46,6.03,,Sweep arm=separable_flat; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/separable_flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/separable_flat/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --agent.htp.proj.separable True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_096,separable_flat,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 16:55,2026-09-18 18:38,1.7141473614507252,29695.0,2.613093424613344,,Sweep arm=separable_flat; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/separable_flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/separable_flat/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --agent.htp.proj.separable True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_097,separable_flat,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 17:00,2026-09-18 17:52,0.8709887808561325,269.1,0.04775734863567163,,Sweep arm=separable_flat; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/separable_flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/separable_flat/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --agent.htp.proj.separable True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_098,separable_flat,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 17:00,2026-09-18 17:54,0.9096867489814758,17110.0,2.1827407927490903,,Sweep arm=separable_flat; comparator=flat; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/separable_flat,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/separable_flat/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 0.0 --agent.loss_scales.htp_pdyn 0.0 --agent.htp.proj.separable True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_099,htp_reverse_strides,atari100k_boxing,0,size12m,0,Completed,2026-09-18 17:02,2026-09-18 18:01,0.97533041967286,70.8,5.891666666666667,,Sweep arm=reverse; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/reverse,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/reverse/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 2 4 8 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_100,htp_reverse_strides,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 17:02,2026-09-18 17:59,0.9406731064452065,9914.6,0.8406243839495331,,Sweep arm=reverse; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/reverse,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/reverse/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 2 4 8 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_101,htp_reverse_strides,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 17:02,2026-09-18 17:55,0.881763162944052,2624.0,0.5993207635554515,,Sweep arm=reverse; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/reverse,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/reverse/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 2 4 8 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_102,htp_reverse_strides,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 17:02,2026-09-18 17:57,0.916873249941402,14177.0,1.8083232271653795,,Sweep arm=reverse; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/reverse,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/reverse/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 2 4 8 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_103,all1,atari100k_boxing,0,size12m,0,Completed,2026-09-18 17:03,2026-09-18 17:56,0.8894912864764531,84.96,7.071666666666666,,Sweep arm=all1; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all1,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all1/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 1 1 1 1 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_104,all1,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 17:03,2026-09-18 18:43,1.6659726660781438,20576.1,1.795973046111937,,Sweep arm=all1; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all1,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all1/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 1 1 1 1 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_105,all1,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 17:04,2026-09-18 17:55,0.8639643292956882,1670.6,0.3760159269235273,,Sweep arm=all1; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all1,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all1/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 1 1 1 1 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_106,all1,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 17:04,2026-09-18 17:57,0.8964268022113376,14847.0,1.893853322269739,,Sweep arm=all1; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all1,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all1/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 1 1 1 1 1 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_107,all16,atari100k_boxing,0,size12m,0,Completed,2026-09-18 17:20,2026-09-18 18:19,0.9849830488363902,71.94,5.986666666666667,,Sweep arm=all16; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all16,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all16/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 16 16 16 16 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_108,all16,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 17:20,2026-09-18 18:42,1.3714074484507244,18829.1,1.639429022025484,,Sweep arm=all16; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all16,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all16/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 16 16 16 16 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_109,all16,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 17:24,2026-09-18 18:16,0.8624604254961014,394.0,0.07701135964398642,,Sweep arm=all16; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all16,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all16/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 16 16 16 16 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_110,all16,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 17:24,2026-09-18 18:19,0.913505816327201,13935.0,1.7774302674411182,,Sweep arm=all16; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/all16,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/all16/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 16 16 16 16 16 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_111,permuted,atari100k_boxing,0,size12m,0,Completed,2026-09-18 17:33,2026-09-18 18:25,0.8664193068610297,87.29,7.265833333333334,,Sweep arm=permuted; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/permuted,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/permuted/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 4 16 1 8 2 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_112,permuted,atari100k_up_n_down,0,size12m,0,Completed,2026-09-18 17:33,2026-09-18 20:04,2.5139816925260754,230553.8,20.611516335418195,,Sweep arm=permuted; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/permuted,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_up_n_down --seed 0 --env.atari100k.use_seed True --logdir ./reruns/permuted/up_n_down/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 4 16 1 8 2 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_113,permuted,atari100k_frostbite,0,size12m,0,Completed,2026-09-18 17:36,2026-09-18 18:28,0.8703781463040245,1729.6,0.3898348752781356,,Sweep arm=permuted; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/permuted,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_frostbite --seed 0 --env.atari100k.use_seed True --logdir ./reruns/permuted/frostbite/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 4 16 1 8 2 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_114,permuted,atari100k_road_runner,0,size12m,0,Completed,2026-09-18 17:36,2026-09-18 18:30,0.9072051731745402,15397.0,1.9640645943703325,,Sweep arm=permuted; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/permuted,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_road_runner --seed 0 --env.atari100k.use_seed True --logdir ./reruns/permuted/road_runner/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.strides 4 16 1 8 2 --agent.htp.pdyn.enforce_coarse_to_fine False --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
run_115,full_validnorm,atari100k_boxing,0,size12m,0,Completed,2026-09-18 17:37,2026-09-18 18:32,0.9096396956178877,73.03,6.077500000000001,,Sweep arm=full_validnorm; comparator=full; seed 0; 100K executed actions; 100 final eval episodes; HNS ratio. Hours=successful invocation elapsed (not GPU-hours or training-only). W&B not logged. Command requires original 5ee4f27 + published source.patch; use a fresh logdir. aux_stop_actions=0. Results: https://github.com/MrHeatcliff/New_HTP/tree/main/paper_artifacts/original_corewm_ablations/full_validnorm,python -u -m dreamerv3.main_htp --configs atari100k size12m corewm_paper_protocol corewm_full --task atari100k_boxing --seed 0 --env.atari100k.use_seed True --logdir ./reruns/full_validnorm/boxing/seed_0 --jax.prealloc False --logger.outputs jsonl --logger.filter '.*' --run.log_policy_video False --run.log_every 30 --agent.htp.enabled True --agent.htp.use_proj True --agent.htp.use_recon True --agent.htp.use_pdyn True --agent.htp.grad_to_backbone False --agent.htp.use_vicreg False --agent.loss_scales.htp_rec 1.0 --agent.loss_scales.htp_pdyn 1.0 --agent.htp.pdyn.normalize_valid True --run.steps 100000 --run.exact_env_action_budget True --run.action_milestones 10000 20000 30000 40000 50000 60000 70000 80000 90000 100000
